,Unnamed: 0,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
3234,2561,2022,SE,FT,Data Analyst,175950,US,100,US,M
3276,2265,2022,MI,FT,Data Analyst,150000,US,0,US,M
3275,2266,2022,MI,FT,Data Analyst,100000,US,0,US,M
1037,404,2023,SE,FT,Data Analyst,105500,US,0,US,M
1038,403,2023,SE,FT,Data Analyst,135000,US,0,US,M
1075,366,2023,MI,FT,Data Analyst,75000,US,0,US,M
1040,429,2023,SE,FT,Data Analyst,208450,US,100,US,M
1041,430,2023,SE,FT,Data Analyst,170550,US,100,US,M
1042,444,2023,SE,FT,Data Analyst,100500,US,0,US,M
264,1004,2023,SE,FT,Data Analyst,110000,US,0,US,M
3243,2552,2022,SE,FT,Data Analyst,95000,US,0,US,M
3268,2273,2022,MI,FT,Data Analyst,100000,CA,0,CA,M
3244,2551,2022,SE,FT,Data Analyst,150000,US,0,US,M
1069,400,2023,SE,FT,Data Analyst,90000,US,100,US,M
3252,2410,2022,MI,FT,Data Analyst,206000,US,0,US,M
1054,443,2023,SE,FT,Data Analyst,153600,US,0,US,M
3266,2274,2022,MI,FT,Data Analyst,65000,CA,0,CA,M
1044,454,2023,MI,FT,Data Analyst,54685,GB,0,GB,M
1045,453,2023,MI,FT,Data Analyst,72914,GB,0,GB,M
265,1003,2023,SE,FT,Data Analyst,125000,US,0,US,M
1048,450,2023,MI,FT,Data Analyst,121500,US,0,US,M
1049,449,2023,MI,FT,Data Analyst,182500,US,0,US,M
2025,2724,2022,SE,FT,Data Analyst,68400,US,100,US,M
1020,421,2023,SE,FT,Data Analyst,80000,US,0,US,M
3181,2616,2022,SE,FT,Data Analyst,169000,US,0,US,M
1019,422,2023,SE,FT,Data Analyst,70000,US,0,US,M
1007,263,2023,SE,FT,Data Analyst,148500,US,0,US,M
1008,262,2023,SE,FT,Data Analyst,200000,US,0,US,M
3305,2261,2022,MI,FT,Data Analyst,165000,US,0,US,M
3304,2262,2022,MI,FT,Data Analyst,124000,US,0,US,M
259,1009,2023,SE,FT,Data Analyst,152380,US,0,US,M
469,1656,2023,MI,FT,Data Analyst,72000,US,0,US,M
458,1667,2023,MI,FT,Data Analyst,120000,US,0,US,M
1015,426,2023,EN,FT,Data Analyst,56100,US,100,US,M
1016,425,2023,EN,FT,Data Analyst,64200,US,100,US,M
1116,381,2023,SE,FT,Data Analyst,155000,US,0,US,M
3297,2296,2022,SE,FT,Data Analyst,177000,US,0,US,M
3202,2566,2022,SE,FT,Data Analyst,89200,US,100,US,M
3296,2297,2022,SE,FT,Data Analyst,131000,US,0,US,M
2310,3373,2022,SE,FT,Data Analyst,99000,US,0,US,M
3291,2302,2022,SE,FT,Data Analyst,169000,US,0,US,M
3203,2539,2022,SE,FT,Data Analyst,36773,ES,0,ES,M
3204,2538,2022,SE,FT,Data Analyst,50432,ES,0,ES,M
3290,2303,2022,SE,FT,Data Analyst,110600,US,0,US,M
1115,382,2023,SE,FT,Data Analyst,106000,US,0,US,M
3215,2527,2022,MI,FT,Data Analyst,52500,US,0,US,M
3216,2526,2022,MI,FT,Data Analyst,80000,US,0,US,M
1097,399,2023,SE,FT,Data Analyst,105000,US,100,US,M
2326,3435,2022,MI,FT,Data Analyst,20000,GR,100,GR,S
107,1163,2023,MI,FT,Data Analyst,109371,HR,0,HR,M
2010,2685,2022,SE,CT,Data Analyst,90000,US,100,US,M
2552,3259,2022,SE,FT,Data Analyst,120600,US,100,US,M
2260,3289,2022,SE,FT,Data Analyst,61300,CA,100,CA,M
958,256,2023,SE,FT,Data Analyst,80000,US,0,US,M
701,1442,2023,MI,FT,Data Analyst,61200,US,0,US,M
721,1455,2023,SE,FT,Data Analyst,108000,US,100,US,M
2213,3336,2022,SE,FT,Data Analyst,112900,US,100,US,M
2212,3337,2022,SE,FT,Data Analyst,90320,US,100,US,M
713,1463,2023,EN,FT,Data Analyst,30000,AR,100,US,S
708,1468,2023,MI,FT,Data Analyst,206000,US,0,US,M
40,1232,2023,SE,FT,Data Analyst,52500,US,0,US,M
3607,3478,2021,MI,FT,Data Analyst,90000,US,100,US,M
707,1469,2023,MI,FT,Data Analyst,160000,US,0,US,M
2211,3338,2022,MI,FT,Data Analyst,85000,CA,0,CA,M
3613,2032,2021,MI,FT,Data Analyst,16904,IN,50,IN,L
41,1231,2023,SE,FT,Data Analyst,80000,US,0,US,M
37,1235,2023,EN,FT,Data Analyst,85000,US,100,US,M
3617,2939,2021,SE,FT,Data Analyst,50000,PH,100,PH,S
3618,2119,2021,SE,FT,Data Analyst,115000,US,100,US,S
3619,2699,2021,EN,FT,Data Analyst,42028,AU,50,AU,L
36,1236,2023,EN,FT,Data Analyst,75000,US,100,US,M
35,1237,2023,SE,FT,Data Analyst,153600,US,0,US,M
34,1238,2023,SE,FT,Data Analyst,106800,US,0,US,M
33,1239,2023,MI,FT,Data Analyst,165000,US,0,US,M
32,1240,2023,MI,FT,Data Analyst,124000,US,0,US,M
722,1454,2023,SE,FT,Data Analyst,160000,US,100,US,M
723,1453,2023,SE,FT,Data Analyst,87000,US,100,US,M
3357,2376,2022,SE,FT,Data Analyst,115934,US,100,US,M
59,1155,2023,SE,FT,Data Analyst,142000,US,100,US,M
290,918,2023,SE,FT,Data Analyst,180000,US,0,US,M
2234,3368,2022,EN,FT,Data Analyst,67000,CA,0,CA,M
768,1406,2023,MI,FT,Data Analyst,150000,US,0,US,M
767,1407,2023,MI,FT,Data Analyst,100000,US,0,US,M
3541,3736,2021,MI,FT,Data Analyst,75000,US,0,US,L
761,1413,2023,SE,FT,Data Analyst,180180,US,0,US,M
759,1414,2023,SE,FT,Data Analyst,106020,US,0,US,M
2233,3369,2022,EN,FT,Data Analyst,52000,CA,0,CA,M
492,1689,2023,MI,FT,Data Analyst,100000,US,0,US,M
51,1221,2023,SE,FT,Data Analyst,55800,ES,100,ES,M
724,1452,2023,SE,FT,Data Analyst,130000,US,100,US,M
50,1222,2023,SE,FT,Data Analyst,51508,ES,100,ES,M
49,1223,2023,EN,FT,Data Analyst,60000,US,100,US,L
48,1224,2023,EN,FT,Data Analyst,50000,KW,50,US,L
494,1688,2023,MI,FT,Data Analyst,150000,US,0,US,M
289,919,2023,SE,FT,Data Analyst,110000,US,0,US,M
2217,3332,2022,SE,FT,Data Analyst,116150,US,100,US,M
2216,3333,2022,SE,FT,Data Analyst,99050,US,100,US,M
3585,3496,2021,EN,PT,Data Analyst,10354,ES,50,ES,M
3587,3499,2021,EN,FT,Data Analyst,50000,US,100,US,M
695,1423,2023,SE,FT,Data Analyst,122000,US,0,US,M
3633,3466,2021,MI,FT,Data Analyst,135000,US,100,US,L
694,1424,2023,SE,FT,Data Analyst,94000,US,0,US,M
600,1813,2023,MI,FT,Data Analyst,100000,US,0,US,M
2120,2787,2022,SE,FT,Data Analyst,144000,US,100,US,M
275,993,2023,SE,FT,Data Analyst,185900,US,0,US,M
2132,2625,2022,SE,FT,Data Analyst,85700,US,0,US,M
2176,2754,2022,SE,FT,Data Analyst,110000,US,0,US,M
17,1197,2023,EN,FT,Data Analyst,75000,US,100,US,M
3710,3138,2020,EN,FT,Data Analyst,22809,PT,100,PT,M
3714,3674,2020,MI,FT,Data Analyst,85000,US,100,US,L
16,1198,2023,EN,FT,Data Analyst,60000,US,100,US,M
601,1812,2023,MI,FT,Data Analyst,150000,US,0,US,M
533,1617,2023,MI,FT,Data Analyst,43809,GB,0,GB,M
31,1241,2023,SE,FT,Data Analyst,115934,US,100,US,M
3724,3632,2020,EN,FT,Data Analyst,72000,US,100,US,L
2165,2755,2022,SE,FT,Data Analyst,99000,US,0,US,M
3729,3523,2020,MI,FT,Data Analyst,46759,FR,50,FR,L
583,1772,2023,SE,FT,Data Analyst,155000,US,100,US,M
3733,3548,2020,EN,FT,Data Analyst,10000,NG,100,NG,S
582,1773,2023,SE,FT,Data Analyst,64000,US,100,US,M
3738,3600,2020,EN,FT,Data Analyst,91000,US,100,US,L
2,1213,2023,SE,FT,Data Analyst,227000,US,0,US,M
3753,3681,2020,MI,FT,Data Analyst,8000,PK,50,PK,L
2119,2788,2022,SE,FT,Data Analyst,113000,US,100,US,M
3685,3593,2020,EN,FT,Data Analyst,6072,IN,0,IN,S
633,1732,2023,SE,FT,Data Analyst,125000,US,0,US,M
517,1607,2023,MI,FT,Data Analyst,135000,US,0,US,M
2210,3339,2022,MI,FT,Data Analyst,75000,CA,0,CA,M
268,988,2023,SE,FT,Data Analyst,15806,IN,100,IN,S
269,999,2023,SE,FT,Data Analyst,180180,US,0,US,M
681,1437,2023,SE,FT,Data Analyst,175000,US,0,US,M
680,1438,2023,SE,FT,Data Analyst,145000,US,0,US,M
3646,3546,2021,EN,FT,Data Analyst,59102,FR,50,FR,M
677,1441,2023,MI,FT,Data Analyst,103200,US,0,US,M
3648,3547,2021,SE,FT,Data Analyst,80000,BG,100,US,S
672,1735,2023,SE,FT,Data Analyst,80000,US,100,US,M
3657,3553,2021,EN,FT,Data Analyst,80000,US,100,US,M
27,1214,2023,SE,FT,Data Analyst,108000,US,0,US,M
661,1734,2023,SE,FT,Data Analyst,130000,US,100,US,M
274,994,2023,SE,FT,Data Analyst,121700,US,0,US,M
3669,3571,2021,MI,FT,Data Analyst,51519,GB,50,GB,L
509,1616,2023,MI,FT,Data Analyst,78990,GB,0,GB,M
3671,3534,2021,EN,FT,Data Analyst,60000,US,100,US,S
3675,3533,2021,EN,FT,Data Analyst,90000,US,100,US,S
646,1733,2023,SE,FT,Data Analyst,85000,US,0,US,M
516,1608,2023,MI,FT,Data Analyst,105500,US,0,US,M
291,917,2023,MI,FT,Data Analyst,43809,GB,100,GB,M
2237,3365,2022,SE,FT,Data Analyst,150000,US,100,US,M
2238,3364,2022,SE,FT,Data Analyst,170000,US,100,US,M
2273,3276,2022,SE,FT,Data Analyst,170000,US,100,US,M
3400,2387,2022,SE,FT,Data Analyst,123648,US,0,US,M
3401,2386,2022,SE,FT,Data Analyst,154560,US,0,US,M
3403,2403,2022,SE,FT,Data Analyst,105000,US,0,US,M
481,1701,2023,SE,FT,Data Analyst,137500,US,0,US,M
2281,3291,2022,SE,FT,Data Analyst,61300,CA,100,CA,M
2045,2676,2022,SE,FT,Data Analyst,50432,ES,0,ES,M
3413,2353,2022,SE,FT,Data Analyst,95000,US,0,US,M
2275,3274,2022,EX,FT,Data Analyst,130000,US,100,US,M
2274,3275,2022,EX,FT,Data Analyst,110000,US,100,US,M
883,1518,2023,MI,FT,Data Analyst,52500,US,0,US,M
3441,2350,2022,MI,FT,Data Analyst,150000,US,0,US,M
878,1523,2023,MI,FT,Data Analyst,90000,US,0,US,M
877,1524,2023,MI,FT,Data Analyst,80000,US,0,US,M
482,1700,2023,SE,FT,Data Analyst,240500,US,0,US,M
2272,3277,2022,SE,FT,Data Analyst,135000,US,100,US,M
89,1181,2023,SE,FT,Data Analyst,120000,US,100,US,M
872,1517,2023,MI,FT,Data Analyst,80000,US,0,US,M
88,1182,2023,SE,FT,Data Analyst,75000,US,100,US,M
87,1183,2023,SE,FT,Data Analyst,169000,US,0,US,M
2053,2649,2022,MI,FT,Data Analyst,62000,US,0,US,M
3399,2388,2022,SE,FT,Data Analyst,130000,US,0,US,M
3398,2389,2022,SE,FT,Data Analyst,100000,US,0,US,M
2284,3306,2022,SE,FT,Data Analyst,136600,US,100,US,M
3396,2402,2022,SE,FT,Data Analyst,130000,US,0,US,M
105,1165,2023,EN,PT,Data Analyst,17779,PL,100,IN,L
2294,3307,2022,SE,FT,Data Analyst,109280,US,100,US,M
3361,2377,2022,SE,FT,Data Analyst,81666,US,100,US,M
2026,2723,2022,SE,FT,Data Analyst,99750,US,100,US,M
951,320,2023,SE,FT,Data Analyst,139000,US,0,US,M
950,321,2023,SE,FT,Data Analyst,106000,US,0,US,M
949,322,2023,EN,FT,Data Analyst,40663,CA,0,CA,L
940,332,2023,SE,FT,Data Analyst,140000,US,0,US,M
939,333,2023,SE,FT,Data Analyst,120000,US,0,US,M
3373,2365,2022,SE,FT,Data Analyst,110600,US,0,US,M
3374,2364,2022,SE,FT,Data Analyst,169000,US,0,US,M
934,338,2023,SE,FT,Data Analyst,175000,CA,100,CA,M
933,339,2023,SE,FT,Data Analyst,135000,CA,100,CA,M
916,298,2023,SE,FT,Data Analyst,187000,US,0,US,M
915,299,2023,SE,FT,Data Analyst,128000,US,0,US,M
906,308,2023,SE,FT,Data Analyst,142000,US,100,US,M
905,309,2023,SE,FT,Data Analyst,75000,US,100,US,M
902,312,2023,SE,FT,Data Analyst,125000,US,100,US,M
901,313,2023,SE,FT,Data Analyst,112000,US,100,US,M
2054,2648,2022,MI,FT,Data Analyst,105000,US,0,US,M
292,916,2023,MI,FT,Data Analyst,78990,GB,100,GB,M
781,1393,2023,SE,FT,Data Analyst,106800,US,0,US,M
2247,3355,2022,MI,FT,Data Analyst,43096,GB,0,GB,M
3475,3737,2021,MI,FT,Data Analyst,62000,US,0,US,L
2078,2669,2022,SE,FT,Data Analyst,81666,US,100,US,M
826,1577,2023,MI,FT,Data Analyst,120000,US,100,US,M
825,1578,2023,MI,FT,Data Analyst,100000,US,100,US,M
3486,3588,2021,MI,FT,Data Analyst,93000,US,100,US,L
820,1583,2023,SE,FT,Data Analyst,145000,US,100,US,M
819,1584,2023,SE,FT,Data Analyst,102500,US,100,US,M
2248,3354,2022,MI,FT,Data Analyst,61566,GB,0,GB,M
812,1534,2023,MI,FT,Data Analyst,100000,US,0,US,M
2246,3356,2022,SE,FT,Data Analyst,80000,US,100,US,M
85,1184,2023,SE,FT,Data Analyst,110600,US,0,US,M
2245,3357,2022,SE,FT,Data Analyst,60000,US,100,US,M
2079,2668,2022,SE,FT,Data Analyst,115934,US,100,US,M
3504,3603,2021,MI,FT,Data Analyst,80000,US,100,US,L
3505,3612,2021,SE,FT,Data Analyst,200000,US,100,US,L
67,1147,2023,MI,FT,Data Analyst,80000,US,0,US,M
66,1148,2023,MI,FT,Data Analyst,60000,US,0,US,M
784,1390,2023,MI,FT,Data Analyst,130000,US,0,US,M
783,1391,2023,MI,FT,Data Analyst,100000,US,0,US,M
782,1392,2023,SE,FT,Data Analyst,153600,US,0,US,M
2253,3349,2022,SE,FT,Data Analyst,81666,US,100,US,M
2254,3348,2022,SE,FT,Data Analyst,115934,US,100,US,M
837,1566,2023,SE,FT,Data Analyst,40777,ES,0,ES,M
3470,3641,2021,SE,FT,Data Analyst,63831,DE,50,DE,L
3445,2351,2022,MI,FT,Data Analyst,100000,US,0,US,M
3446,2352,2022,SE,FT,Data Analyst,110000,US,0,US,M
862,1482,2023,MI,FT,Data Analyst,109000,US,0,US,M
861,1483,2023,MI,FT,Data Analyst,79000,US,0,US,M
3452,3645,2021,SE,FT,Data Analyst,71786,CA,100,CA,M
855,1490,2023,SE,FT,Data Analyst,160000,US,100,US,M
854,1491,2023,SE,FT,Data Analyst,125600,US,100,US,M
2261,3288,2022,SE,FT,Data Analyst,130000,CA,100,CA,M
3117,2413,2022,MI,FT,Data Analyst,79000,US,0,US,M
2259,3290,2022,SE,FT,Data Analyst,130000,CA,100,CA,M
2067,2638,2022,SE,FT,Data Analyst,115000,US,100,US,M
83,1156,2023,SE,FT,Data Analyst,95000,US,100,US,M
849,1496,2023,SE,FT,Data Analyst,141290,US,0,US,M
848,1497,2023,SE,FT,Data Analyst,74178,US,0,US,M
2070,2639,2022,SE,FT,Data Analyst,95000,US,100,US,M
841,1533,2023,MI,FT,Data Analyst,150000,US,0,US,M
840,1563,2023,SE,FT,Data Analyst,51508,ES,0,ES,M
839,1564,2023,SE,FT,Data Analyst,40777,ES,0,ES,M
838,1565,2023,SE,FT,Data Analyst,51508,ES,0,ES,M
3118,2412,2022,MI,FT,Data Analyst,109000,US,0,US,M
1169,99,2023,SE,FT,Data Analyst,202800,US,0,US,L
3116,2414,2022,MI,FT,Data Analyst,160000,US,0,US,M
2741,2171,2022,SE,FT,Data Analyst,70000,US,0,US,M
1843,2867,2022,MI,FT,Data Analyst,97500,US,100,US,L
1533,801,2023,SE,FT,Data Analyst,250000,US,100,US,M
1532,802,2023,SE,FT,Data Analyst,138000,US,100,US,M
1531,803,2023,MI,FT,Data Analyst,130000,CA,100,CA,M
1530,804,2023,MI,FT,Data Analyst,100000,CA,100,CA,M
2472,3071,2022,EN,FT,Data Analyst,55000,US,100,US,S
2806,2132,2022,MI,FT,Data Analyst,100000,US,0,US,M
2471,3072,2022,MI,FT,Data Analyst,130000,US,100,US,M
1516,876,2023,MI,FT,Data Analyst,97218,GB,0,GB,M
1515,877,2023,MI,FT,Data Analyst,48609,GB,0,GB,M
1849,2850,2022,MI,FT,Data Analyst,136000,US,100,US,M
2466,3103,2022,SE,FT,Data Analyst,128875,US,100,US,M
1512,880,2023,SE,FT,Data Analyst,95000,US,0,US,M
1511,881,2023,SE,FT,Data Analyst,85500,US,0,US,M
1510,882,2023,SE,FT,Data Analyst,185900,US,0,US,M
1509,883,2023,SE,FT,Data Analyst,121700,US,0,US,M
2465,3104,2022,SE,FT,Data Analyst,93700,US,100,US,M
381,1113,2023,SE,FT,Data Analyst,85000,US,0,US,M
1851,2851,2022,MI,FT,Data Analyst,112000,US,100,US,M
229,982,2023,SE,FT,Data Analyst,112000,US,100,US,M
1498,894,2023,SE,FT,Data Analyst,120000,US,100,US,M
1497,895,2023,SE,FT,Data Analyst,75000,US,100,US,M
230,981,2023,SE,FT,Data Analyst,165000,US,100,US,M
2460,3139,2022,EN,FT,Data Analyst,15000,ID,0,ID,L
382,1112,2023,SE,FT,Data Analyst,95000,US,0,US,M
2794,2131,2022,MI,FT,Data Analyst,150000,US,0,US,M
2792,2120,2022,SE,FT,Data Analyst,171000,US,100,AU,L
1550,828,2023,SE,FT,Data Analyst,175000,US,0,US,M
1578,571,2023,SE,FT,Data Analyst,100000,US,100,US,M
2743,2170,2022,SE,FT,Data Analyst,105000,US,0,US,M
2744,2169,2022,SE,FT,Data Analyst,70186,GB,0,GB,M
2745,2168,2022,SE,FT,Data Analyst,92350,GB,0,GB,M
2746,2167,2022,SE,FT,Data Analyst,96000,US,100,US,M
2747,2166,2022,SE,FT,Data Analyst,116000,US,100,US,M
2748,2165,2022,SE,FT,Data Analyst,110600,US,0,US,M
2749,2164,2022,SE,FT,Data Analyst,169000,US,0,US,M
222,1275,2023,MI,FT,Data Analyst,125000,US,0,US,M
2753,2183,2022,MI,FT,Data Analyst,160000,US,0,US,M
1831,2934,2022,MI,FT,Data Analyst,113000,US,0,US,L
2755,2159,2022,MI,FT,Data Analyst,124000,US,0,US,M
2486,3055,2022,MI,FT,Data Analyst,216200,US,0,US,M
2780,2158,2022,MI,FT,Data Analyst,165000,US,0,US,M
2485,3056,2022,MI,FT,Data Analyst,144100,US,0,US,M
1570,820,2023,SE,FT,Data Analyst,127000,US,100,US,M
1569,821,2023,SE,FT,Data Analyst,94000,US,100,US,M
1564,826,2023,SE,FT,Data Analyst,161500,US,100,US,M
2482,3059,2022,EN,FT,Data Analyst,150000,US,100,US,L
1562,827,2023,SE,FT,Data Analyst,119500,US,100,US,M
2769,2196,2022,MI,FT,Data Analyst,100000,US,0,US,M
2770,2195,2022,MI,FT,Data Analyst,150000,US,0,US,M
1561,829,2023,SE,FT,Data Analyst,145000,US,0,US,M
2777,2188,2022,MI,FT,Data Analyst,160000,US,0,US,M
2778,2187,2022,MI,FT,Data Analyst,206000,US,0,US,M
383,1111,2023,EN,FT,Data Analyst,48000,US,0,US,M
384,1110,2023,EN,FT,Data Analyst,55000,US,0,US,M
385,1109,2023,SE,FT,Data Analyst,80000,US,100,US,S
395,1030,2023,SE,FT,Data Analyst,170500,US,100,US,M
2884,1841,2022,MI,FT,Data Analyst,150000,US,0,US,M
1426,680,2023,SE,FT,Data Analyst,75000,US,100,US,M
1423,683,2023,MI,FT,Data Analyst,160000,US,0,US,M
1421,684,2023,MI,FT,Data Analyst,112000,US,0,US,M
235,976,2023,SE,FT,Data Analyst,130000,US,100,US,M
2900,971,2022,EN,PT,Data Analyst,34320,US,100,US,S
2441,3132,2022,SE,FT,Data Analyst,110925,US,100,US,M
2440,3131,2022,SE,FT,Data Analyst,150075,US,100,US,M
1408,726,2023,MI,FT,Data Analyst,75000,US,100,US,M
1407,727,2023,MI,FT,Data Analyst,65000,US,100,US,M
2911,1705,2022,EN,PT,Data Analyst,25216,ES,100,US,L
1405,758,2023,SE,FT,Data Analyst,110600,US,0,US,M
1432,674,2023,MI,FT,Data Analyst,130000,US,0,US,M
236,975,2023,SE,FT,Data Analyst,175000,US,100,US,M
2436,3107,2022,SE,FT,Data Analyst,136260,US,100,US,M
1394,757,2023,SE,FT,Data Analyst,169000,US,0,US,M
2435,3108,2022,SE,FT,Data Analyst,109280,US,100,US,M
1883,2872,2022,EN,FT,Data Analyst,6359,FR,100,IN,L
1891,3015,2022,SE,FT,Data Analyst,86193,GB,0,GB,M
2428,3115,2022,SE,FT,Data Analyst,117000,US,100,US,M
2427,3116,2022,SE,FT,Data Analyst,99450,US,100,US,M
328,936,2023,EN,FT,Data Analyst,85000,US,100,US,M
2933,1810,2022,MI,FT,Data Analyst,14307,IN,100,IN,L
1373,733,2023,SE,FT,Data Analyst,180180,US,0,US,M
1427,679,2023,SE,FT,Data Analyst,110000,US,100,US,M
1433,673,2023,MI,FT,Data Analyst,206000,US,0,US,M
386,1108,2023,SE,FT,Data Analyst,110000,US,100,US,S
2857,1842,2022,MI,FT,Data Analyst,100000,US,0,US,M
2837,1862,2022,MI,FT,Data Analyst,100000,US,0,US,M
2838,1861,2022,MI,FT,Data Analyst,150000,US,0,US,M
1482,852,2023,SE,FT,Data Analyst,185900,US,0,US,M
1481,853,2023,SE,FT,Data Analyst,121700,US,0,US,M
1480,854,2023,SE,FT,Data Analyst,153600,US,0,US,M
1479,855,2023,SE,FT,Data Analyst,106800,US,0,US,M
1478,857,2023,EN,FT,Data Analyst,100000,UZ,100,US,L
1473,862,2023,SE,FT,Data Analyst,125000,US,0,US,M
1472,863,2023,SE,FT,Data Analyst,110000,US,0,US,M
1471,864,2023,EN,FT,Data Analyst,150000,US,0,US,M
1470,865,2023,EN,FT,Data Analyst,100000,US,0,US,M
3115,2415,2022,MI,FT,Data Analyst,109000,US,0,US,M
1439,723,2023,SE,FT,Data Analyst,55000,US,0,US,M
1458,704,2023,MI,FT,Data Analyst,85000,US,0,US,M
2451,3148,2022,SE,FT,Data Analyst,112900,US,0,US,M
2450,3149,2022,SE,FT,Data Analyst,90320,US,0,US,M
233,978,2023,SE,FT,Data Analyst,93800,US,100,US,M
234,977,2023,SE,FT,Data Analyst,122000,US,100,US,M
1451,711,2023,SE,FT,Data Analyst,185000,US,100,US,M
1449,712,2023,SE,FT,Data Analyst,120250,US,100,US,M
393,1072,2023,SE,FT,Data Analyst,85500,US,0,US,M
1440,722,2023,SE,FT,Data Analyst,70000,US,0,US,M
2874,1879,2022,SE,FT,Data Analyst,119000,US,100,US,M
2875,1878,2022,SE,FT,Data Analyst,149000,US,100,US,M
2742,2184,2022,MI,FT,Data Analyst,109000,US,0,US,M
2736,2177,2022,SE,FT,Data Analyst,100000,US,0,US,M
2943,1966,2022,EN,FT,Data Analyst,55000,US,0,US,M
2735,2178,2022,SE,FT,Data Analyst,70000,US,0,US,M
218,1279,2023,EN,FT,Data Analyst,55000,US,0,US,M
219,1278,2023,MI,FT,Data Analyst,85066,GB,0,GB,M
1772,597,2023,EN,FT,Data Analyst,85000,US,100,US,M
2610,3198,2022,MI,FT,Data Analyst,42026,ES,100,ES,M
2612,3197,2022,MI,FT,Data Analyst,36940,GB,100,GB,M
2613,3196,2022,MI,FT,Data Analyst,49253,GB,100,GB,M
1690,572,2023,SE,FT,Data Analyst,80000,US,100,US,M
1688,570,2023,SE,FT,Data Analyst,105500,US,0,US,M
1774,609,2023,SE,FT,Data Analyst,165000,US,100,US,M
2618,3191,2022,SE,FT,Data Analyst,93700,US,100,US,M
2619,3190,2022,SE,FT,Data Analyst,128875,US,100,US,M
2622,2624,2022,SE,FT,Data Analyst,139600,US,0,US,M
1776,605,2023,MI,FT,Data Analyst,83500,US,100,US,M
2524,3234,2022,MI,FT,Data Analyst,58000,US,0,US,S
2523,3235,2022,MI,FT,Data Analyst,58000,US,0,US,S
1777,606,2023,MI,FT,Data Analyst,52500,US,100,US,M
209,1288,2023,SE,FT,Data Analyst,385000,US,0,US,M
208,1289,2023,SE,FT,Data Analyst,60000,US,0,US,M
207,1290,2023,MI,FT,Data Analyst,110000,US,100,US,M
206,1291,2023,MI,FT,Data Analyst,95000,US,100,US,M
1779,610,2023,SE,FT,Data Analyst,140000,US,100,US,M
2520,3160,2022,SE,FT,Data Analyst,90320,US,100,US,M
2519,3264,2022,SE,FT,Data Analyst,102100,US,100,US,M
2637,2064,2022,SE,FT,Data Analyst,89200,US,100,US,M
2638,2063,2022,SE,FT,Data Analyst,201000,US,100,US,M
1768,577,2023,MI,FT,Data Analyst,154000,US,0,US,M
1767,578,2023,MI,FT,Data Analyst,143000,US,0,US,M
2601,3208,2022,MI,FT,Data Analyst,42026,GR,100,GR,M
1744,647,2023,SE,FT,Data Analyst,180180,US,0,US,M
2554,3257,2022,SE,FT,Data Analyst,99000,US,0,US,M
2555,3256,2022,SE,FT,Data Analyst,116000,US,0,US,M
2556,3255,2022,MI,FT,Data Analyst,106260,US,0,US,M
2557,3254,2022,MI,FT,Data Analyst,126500,US,0,US,M
1740,651,2023,SE,FT,Data Analyst,153600,US,0,US,M
1739,652,2023,SE,FT,Data Analyst,100500,US,0,US,M
1738,653,2023,SE,FT,Data Analyst,206500,US,100,US,M
1737,654,2023,SE,FT,Data Analyst,121600,US,100,US,M
2564,3247,2022,SE,FT,Data Analyst,90320,US,100,US,M
2565,3246,2022,SE,FT,Data Analyst,124190,US,100,US,M
1743,648,2023,SE,FT,Data Analyst,106020,US,0,US,M
1730,661,2023,EN,FT,Data Analyst,95000,US,100,US,M
2600,3209,2022,MI,FT,Data Analyst,31520,GR,100,GR,M
1729,662,2023,EN,FT,Data Analyst,70000,US,100,US,M
1726,665,2023,SE,FT,Data Analyst,115934,US,100,US,M
1725,666,2023,SE,FT,Data Analyst,81666,US,100,US,M
217,1280,2023,EN,FT,Data Analyst,48000,US,0,US,M
216,1281,2023,EN,FT,Data Analyst,100000,US,50,US,M
2581,3176,2022,SE,FT,Data Analyst,132000,US,0,US,M
2582,3175,2022,SE,FT,Data Analyst,164000,US,0,US,M
1750,598,2023,EN,FT,Data Analyst,75000,US,100,US,M
2586,3171,2022,SE,FT,Data Analyst,81666,US,0,US,M
2587,3170,2022,SE,FT,Data Analyst,115934,US,0,US,M
2599,3199,2022,MI,FT,Data Analyst,31520,ES,100,ES,M
1669,507,2023,SE,FT,Data Analyst,175000,US,0,US,M
1668,508,2023,SE,FT,Data Analyst,145000,US,0,US,M
2642,2059,2022,SE,FT,Data Analyst,95000,US,0,US,M
1606,544,2023,SE,FT,Data Analyst,128500,US,0,US,M
1621,556,2023,SE,FT,Data Analyst,95000,US,100,US,M
1619,557,2023,SE,FT,Data Analyst,153600,US,0,US,M
1616,561,2023,MI,FT,Data Analyst,128000,US,0,US,M
2698,2002,2022,SE,FT,Data Analyst,81666,US,100,US,M
2699,2001,2022,SE,FT,Data Analyst,115934,US,100,US,M
1615,562,2023,MI,FT,Data Analyst,85000,US,0,US,M
2501,3094,2022,EN,FT,Data Analyst,28368,FR,50,FR,M
1608,569,2023,SE,FT,Data Analyst,135000,US,0,US,M
2708,2045,2022,MI,FT,Data Analyst,100000,US,0,US,M
2709,2044,2022,MI,FT,Data Analyst,150000,US,0,US,M
1607,558,2023,SE,FT,Data Analyst,106800,US,0,US,M
2712,2041,2022,EN,FT,Data Analyst,50000,US,50,US,L
